Item ID,Short Title,Title,Year,Period,Vegetated strip description info,Nation,Study country,Study location,Latitude,Longitude,Outcomes
21568111,Chaubey (1995),Effectiveness of vegetative filter strips in controlling losses of surface-applied poultry litter constituents,1995,1995-1999,vegetative filter strip,USA,"Arkansas, USA","Agricultural Experiment Station, Fayetteville (approximately 36N)",36.042994,-94.202828,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Chemistry
21568113,Chen (2015),Organized variability of surface runoff responses across neighboring hillslopes in Iowa,2015,2015-2016,prairie filter strip,USA,"Iowa, USA",Neal Smith National Wildlife Refuge,41.558495,-93.280051,Soil Physical
21568128,Christensen (2013),Identifying Riparian Buffer Effects on Stream Nitrogen in Southeastern Coastal Plain Watersheds,2013,2010-2014,riparian buffer,USA,"Georgia, South Carolina, North Carolina, Virginia, USA","Watersheds within the Savannah River, Santee-Edisto Rivers, the Pee Dee River, the Cape Fear River, and the rivers of the Albemarle–Pamlico Sound within the South East Coastal Plain.",multiple,multiple,Soil Chemistry
21568130,Chu (2011),"Sorption and transport of veterinary antibiotics in agroforestry buffer, grass buffer and cropland soils",2011,2010-2014,agroforestry buffer;grass buffer,USA,"Missouri, USA","University of Missouri (UM) Horticultural and Agroforestry Research Center (39 01 N, 92 45 W), UM Greenley Memorial Research Center (40 01 N, 92 11 W)",39.016667,-92.75,Soil Chemistry;Soil Physical;Pollution
21568137,Clews (2010),Evaluating the effects of riparian restoration on a temperate river-system using standardized habitat survey,2010,2010-2014,riparian habitat,UK,UK,River Wye,52.036856,-3.158383,Ecosystem Functioning
21568141,Cole (2014),Safe guarding pollinator populations in an intensive grassland landscape,2014,2010-2014,riparian buffer strip;hedge,UK,UK,"Cessnock catchment, Ayrshire, (N5532′50″, W422′00)",55.537369,-4.367626,Biodiversity;Ecosystem Functioning
21568143,Cole (2008),"The influence of riparian buffer strips on carabid beetle (Coleoptera, Carabidae) assemblage structure and diversity in intensively managed grassland fields",2008,2005-2009,riparian buffer strip,UK,UK,"Cessnock catchment area, Ayrshire, (UK National Grid Reference: NS 53).",55.36497,-4.667996,Biodiversity
21568146,Collins (2013),"The Effectiveness of Riparian 'Restoration' on Water Quality--A Case Study of Lowland Streams in Canterbury, New Zealand",2013,2010-2014,riparian buffer,New Zealand,New Zealand,"Boggy Creek, Birdlings Brook, Harts Creek at the Lake Road and Harts Creek at the Lochheads Road, Lake Ellesmere catchment (43'44''-47''S, 172'17''-20''E)",-43.766666,172.3,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Chemistry
21568148,Collins (2003),Effects of different grass treatments used to create overwintering habitat for predatory arthropods on arable farmland,2003,2000-2004,beetle bank,UK,UK,"Loddington Estate, Leicestershire",52.613653,-0.83285,Biodiversity
21568149,Collins (2002),"Influence of beetle banks on cereal, aphid predation in winter wheat",2002,2000-2004,beetle bank,UK,UK,Leicestershire,52.772571,-1.205216,Biodiversity
21568150,Collins (1997),The influence of beetle banks on aphid population predation in winter wheat,1997,1995-1999,beetle bank,UK,UK,Leicestershire,52.772571,-1.205216,Biodiversity;Human Use
21568154,Conover (2011),Grassland Bird Nest Ecology and Survival in Upland Habitat Buffers Near Wooded Edges,2011,2010-2014,upland habitat buffer,USA,"Mississippi, USA","Lower Mississippi Alluvial Valley, Bird Conservation Region 26, Sunflower County",33.526164,-90.677305,Biodiversity
21568155,Conover (2011),Effects of conservation practices on bird nest density and survival in intensive agriculture,2011,2010-2014,filter strip;riparian forest buffer,USA,"Mississippi, USA","Coahoma County (34 18 N, 90 34 W)",34.299997,-90.566667,Biodiversity
21568156,Conover (2014),Effects of Set-aside Conservation Practices on Bird Community Structure within an Intensive Agricultural Landscape,2014,2010-2014,conservation buffer;filter strip;riparian buffer,USA,"Mississippi, USA","A 2630ha farm, Coahoma County (34'18'N, 90'34'W)",34.3,-90.566667,Biodiversity
21568159,Cook (1995),The scenic beauty of shelterbelts on the Great Plains,1995,1995-1999,shelterbelt,USA,"Kansas, USA","Pawnee and Stafford counties, Great Bend Prairie, Great Plains",38.072766,-99.346915,Social
21568160,Corbit (1999),"Hedgerows as habitat corridors for forest herbs in central New York, USA",1999,1995-1999,hedgerow,USA,"New York, USA",Tompkins County in the Finger Lakes region,42.457575,-76.548823,Biodiversity
21568161,Cordeau (2012),The impact of sown grass strips on the spatial distribution of weed species in adjacent boundaries and arable fields,2012,2010-2014,sown grass strip,France,France,"Fénay, Côte d’Or department (47 13 N, 5 03 E)",47.216667,5.05,Biodiversity
21568162,Cordeau (2012),Sown grass strips harbour high weed diversity but decrease weed richness in adjacent crops,2012,2010-2014,sown grass strip,France,France,"Fénay, Côte d’Or department (47 13 N, 5 03 E)",47.216667,5.05,Biodiversity
21568163,Cors (2003),Effects of grassed buffer strip management on potential denitrification in a belgian agricultural watershed,2003,2000-2004,grassed buffer strip,Belgium,Belgium,"Attert river, 30 km north-west of the city of Arlon",49.840879,5.457991,Soil Chemistry;Soil Chemistry;Soil Physical
21568170,Cox (2014),The Impact of Prairie Strips on Aphidophagous Predator Abundance and Soybean Aphid Predation in Agricultural Catchments,2014,2010-2014,prairie strip,USA,"Iowa, USA","Neal Smith National Wildlife Refuge, Prairie City",41.558495,-93.280051,Biodiversity;Soil Chemistry
21568171,Cox (2014),Grassland bird communities on conservation and marginal grasslands in an agricultural landscape,2014,2010-2014,marginal grassland,USA,"Nebraska and Iowa, USA",Eastern Nebraska and western Iowa,multiple,multiple,Biodiversity
21568172,Coyne (1994),NITROUS-OXIDE FLUX FROM POULTRY-MANURED EROSION PLOTS AND GRASS FILTERS AFTER SIMULATED RAIN,1994,1990-1994,grass filter,USA,"Kentucky, USA",University of Kentucky Agricultural Experiment Station in Lexington,38.090186,-84.509102,Soil Chemistry;Soil Physical;Soil Chemistry;Soil Physical;Pollution
21568173,Coyne (1995),SOIL AND FECAL-COLIFORM TRAPPING BY GRASS FILTER STRIPS DURING SIMULATED RAIN,1995,1995-1999,grass filter strip,USA,"Kentucky, USA",University of Kentucky Agricultural Experiment Station in Lexington,38.090186,-84.509102,Soil Physical;Soil Physical;Pollution
21568175,Coyne (1995),NITROUS-OXIDE LOSS FROM POULTRY MANURE-AMENDED SOIL AFTER RAIN,1995,1995-1999,grass filter strip,USA,"Kentucky, USA",University of Kentucky Agricultural Experiment Station in Lexington,38.090186,-84.509102,Soil Chemistry;Soil Physical
21568176,Cranmer (2012),Landscape structure influences pollinator movements and directly affects plant reproductive success,2012,2010-2014,hedgerow,UK,UK,"Purston Manor Estate, Great Purston, Brackley, Northamptonshire",52.052244,-1.247633,Biodiversity;Ecosystem Functioning
21568177,Critchley (2004),"Habitat establishment on arable land: assessment of an agri-environment scheme in England, UK",2004,2000-2004,field margin,UK,UK,East Anglia and West Midlands,52.402541,-0.486542,Biodiversity
21568180,Croxton (2005),Linear hotspots? The floral and butterfly diversity of green lanes,2005,2005-2009,green lane,UK,UK,Cambridgeshire,52.205297,0.121819,Biodiversity
21568181,Cullum (2007),Runoff and soil loss from ultra-narrow row cotton plots with and without stiff-grass hedges,2007,2005-2009,grass hedge,USA,"Mississippi, USA","North Mississippi Branch of the Mississippi Agricultural and Forestry Experiment Station, Holly Springs",34.762849,-89.451346,Soil Physical;Soil Physical;Human Use
21568183,Czarnecka (2011),THE ROLE OF LINEAR STRUCTURES IN AGRICULTURAL LANDSCAPE IN THE MAITENANCE OF XEROTHERMIC SPECIES,2011,2010-2014,field margin,Poland,Poland,"The agricultural landscape surrounding two ecological units, “Korhynie” and “Żurawce”, which constitute a part of the Natura 2000 site Żurawce, Western Volhynia.",50.382458,23.544475,Biodiversity
21568188,Dabney (2009),How Management of Grass Hedges Affects their Erosion Reduction Potential,2009,2005-2009,grass hedge,USA,"Mississippi, USA","North Mississippi Branch of the Mississippi Agricultural and Forestry Experiment Station, Holly Springs",34.762849,-89.451346,Soil Physical;Human Use
21568190,Dabney (2012),Runoff through and upslope of contour switchgrass hedges,2012,2010-2014,switchgrass hedge,USA,"Mississippi, USA","North Mississippi Branch of the Mississippi Agricultural and Forestry Experiment Station, Holly Springs",34.762849,-89.451346,Soil Physical;Soil Physical
21568199,Daniels (1996),Sediment and chemical load reduction by grass and riparian filters,1996,1995-1999,vegetated filter strip,USA,"North Carolina, USA",Piedmont,35.398289,-79.494989,Soil Chemistry;Soil Chemistry;Soil Physical
21568203,Davey (2010),Entry Level Stewardship may enhance bird numbers in boundary habitats,2010,2010-2014,hedgerow;margin,UK,UK,East Anglia,52.604298,1.053286,Biodiversity
21568206,Davidson (2015),The influence of shelterbelts in arable farmland on beneficial and pest invertebrates,2015,2015-2016,shelterbelt,New Zealand,New Zealand,"Coastal Canterbury (41 04 23 S, 172 06 19 E), inland Canterbury (43 32 01 S, 172 03 59 E) and Wairarapa (41 04 23 S, 175 35 34 E)",-41.07107,175.593149,Biodiversity;Human Use
21568210,Davis (2007),Mitigation of shallow groundwater nitrate in a poorly drained riparian area and adjacent cropland,2007,2005-2009,riparian area,USA,"Oregon, USA","A tributary of Lake Creek in Linn County (44 32' N, 123 03'W)",44.533333,-123.05,Soil Chemistry;Soil Chemistry
21568213,de Blois (2002),Factors affecting plant species distribution in hedgerows of southern Quebec,2002,2000-2004,hedgerow,Canada,"Québec, Canada","Godmanchester, Haut-Saint-Laurent region",45.121171,-74.170727,Biodiversity
21568216,De Cauwer (2005),Evolution of the vegetation of mown field margins over their first 3 years,2005,2005-2009,field margin,Belgium,Belgium,"West Flanders namely at Poperinge (50 52' N, 02 45 E) and Beernem (51 09 N, 03 20 E)",50.870109,2.753093,Biodiversity
21568218,De Cauwer (2008),Management of newly established field margins on nutrient-rich soil to reduce weed spread and seed rain into adjacent crops,2008,2005-2009,field margin,Belgium,Belgium,"Poperinge (50 52 N, 02 45 S), Beernem (51 09 N, 03 20E), West Flanders",50.870109,2.753093,Biodiversity;Soil Physical
21568220,de la Pena (2003),Landscape context and carabid beetles (Coleoptera : Carabidae) communities of hedgerows in western France,2003,2000-2004,hedgerow,France,France,"Department of Côtes d'Armor, Brittany",48.51081,-3.326368,Biodiversity
21568227,Debras (2011),Hedgerow effects on the distribution of beneficial arthropods in a pear orchard in Southern France,2011,2010-2014,hedgerow,France,France,"INRA experimental farm, Avignon (43 55 N, 4 52 E)",43.915707,4.861732,Biodiversity
21568228,Deckers (2004),Factors affecting plant species composition of hedgerows: Relative importance and hierarchy,2004,2000-2004,hedgerow,Belgium,Belgium,"Meerhout, Antwerp",51.13219,5.07708,Biodiversity
21568237,Delattre (2009),Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France,2009,2005-2009,isolated hedge,France,France,"Lorraine (4810’N, 557’E)",48.166296,5.949925,Biodiversity
21568249,Denisow (2015),THE IMPORTANCE OF FIELD-MARGIN LOCATION FOR MAINTENANCE OF FOOD NICHES FOR POLLINATORS,2015,2015-2016,field margin,Poland,Poland,"Lubartów (22º36´E, 51º28´N), Niemce (22º38´E, 51º21´N), Bychawa (22º32´E, 51º01´N), and Jastków (22º26´E, 51º18´N), Lublin Upland",51.466607,22.599884,Biodiversity;Ecosystem Functioning
21568251,Dennis (1992),FIELD MARGINS CAN THEY ENHANCE NATURAL ENEMY POPULATION DENSITIES AND GENERAL ARTHROPOD DIVERSITY ON FARMLAND?,1992,1990-1994,grassy field boundary,Multiple,"UK, Norway","Hampshire, Akershus",multiple,multiple,Biodiversity
21568252,Dennis (1992),Field margins: Can they enhance natural enemy population densities and general arthropod diversity on farmland?,1992,1990-1994,field boundary,Multiple,"UK, Norway","Hampshire, England; Akershus, Norway",multiple,multiple,Human Use
21568254,Dennis (1994),STRUCTURAL FEATURES OF FIELD BOUNDARIES WHICH INFLUENCE THE OVERWINTERING DENSITIES OF BENEFICIAL ARTHROPOD PREDATORS,1994,1990-1994,field boundary,UK,UK,"Leckford Estate, north Hampshire",51.138242,-1.476579,Biodiversity;Human Use;Ecosystem Functioning
21568256,Derocles (2014),Molecular analysis reveals high compartmentalization in aphid-primary parasitoid networks and low parasitoid sharing between crop and noncrop habitats,2014,2010-2014,field margin,France,France,"Zone Atelier Armorique’ belonging to the Long-Term Ecological Research network (LTER- S1001201), Pleine- Fougeres, Mont Saint Michel’s Bay, Brittany, (4836 N, 0132W)",48.599685,-1.533423,Biodiversity
21568283,Dix (1997),Effects of shelterbelts on the aerial distribution of insect pests in muskmelon,1997,1995-1999,shelterbelt,USA,"Nebraska, USA","University of Nebraska-Lincoln Agricultural Research and Development Center, Mead (41 29 N, 96 30 W)",41.453032,-96.414606,Biodiversity;Human Use;Human Use
21568284,Dmowska (2007),Nematode communities along the transect shelterbelt- ecotone - Crop field,2007,2005-2009,shelterbelt,Poland,Poland,"Chłapowski Landscape Park, Turew, Wielkopolska (52 01-52 05 N, 16 45-16 50 E)",52.05168,16.78852,Biodiversity;Soil Chemistry
21568287,Doane (1979),SEASONAL CAPTURES OF SPIDERS (ARANEAE) IN A WHEAT FIELD AND ITS GRASSY BORDERS IN CENTRAL SASKATCHEWAN,1979,1975-1979,grassy field border,Canada,"Saskatchewan, Canada","Clavet, Saskatchewan",51.996337,-106.377273,Biodiversity
21568289,Dodocioiu (2013),METHODS FOR MITIGATION THE NUTRIENT LOSSES ON SLOPE SOILS,2013,2010-2014,buffer strip,Romania,Romania,Preajba Gorj Research Station,45.062708,23.346534,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Chemistry;Soil Physical;Soil Physical
21568291,Dollar (2014),Evaluating butterflies as surrogates for birds and plants in semi-natural grassland buffers,2014,2010-2014,grassland buffer,USA,"Mississippi, USA","B. Bryan Farms, Clay County, Mississippi",33.649694,-88.827311,Biodiversity
21568292,Dollar (2013),Effects of managing semi-natural grassland buffers on butterflies,2013,2010-2014,grassland buffer,USA,"Mississippi, USA","B. Bryan Farms, Blackland Prairie, northeast Mississippi",33.649694,-88.827311,Biodiversity
21568306,Douglas (2009),Improving the value of field margins as foraging habitat for farmland birds,2009,2005-2009,field margin,UK,UK,"Aberdeenshire (56 54 N, 2 16 W)",56.9,-2.266668,Biodiversity
21568308,Dover (1996),Factors affecting the distribution of satyrid butterflies on arable farmland,1996,1995-1999,field margin,UK,UK,Northamptonshire,52.272994,-0.875551,Biodiversity
21568312,Dover (1997),The importance of shelter for butterflies in open landscapes,1997,1995-1999,hedge,UK,UK,Monks Wood National Nature Reserve,52.393503,-0.242308,Biodiversity
