"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","name","grid_id","country_code"
"558","028-717-958-656-943","Corrigendum to “Arthropod abundance and diversity in differently vegetated margins of arable fields” [Agric. Ecosyst. Environ. 72 (1999) 131–144] ☆","journal article",2000,"E. J. P.","Marshall","EJP","University of Bristol","grid.5337.2","GB"
"559","038-307-188-226-242","Corrigendum to “Entry and toxicity of organic pesticides and copper in vineyard streams: Erosion rills jeopardise the efficiency of riparian buffer strips” [Agric. Ecosyst. Environ. 146 (2012) 81–92]","journal article",2013,"Renja","Bereswill","R","University of Koblenz and Landau","grid.5892.6","DE"
"560","038-307-188-226-242","Corrigendum to “Entry and toxicity of organic pesticides and copper in vineyard streams: Erosion rills jeopardise the efficiency of riparian buffer strips” [Agric. Ecosyst. Environ. 146 (2012) 81–92]","journal article",2013,"Burkhard","Golla","B","Julius Kühn-Institut","grid.13946.39","DE"
"561","038-307-188-226-242","Corrigendum to “Entry and toxicity of organic pesticides and copper in vineyard streams: Erosion rills jeopardise the efficiency of riparian buffer strips” [Agric. Ecosyst. Environ. 146 (2012) 81–92]","journal article",2013,"Martin","Streloke","M","Federal Office of Consumer Protection and Food Safety","grid.469880.b","DE"
"562","038-307-188-226-242","Corrigendum to “Entry and toxicity of organic pesticides and copper in vineyard streams: Erosion rills jeopardise the efficiency of riparian buffer strips” [Agric. Ecosyst. Environ. 146 (2012) 81–92]","journal article",2013,"Ralf","Schulz","R","University of Koblenz and Landau","grid.5892.6","DE"
"563","020-369-517-335-627","Countryside Stewardship Scheme and butterflies: a study of plant and butterfly species richness","journal article",NA,"Robin","Field","R","Writtle College","grid.451003.3","GB"
"564","020-369-517-335-627","Countryside Stewardship Scheme and butterflies: a study of plant and butterfly species richness","journal article",NA,"Tim","Gardiner","T","Writtle College","grid.451003.3","GB"
"565","020-369-517-335-627","Countryside Stewardship Scheme and butterflies: a study of plant and butterfly species richness","journal article",NA,"Christopher F.","Mason","CF","University of Essex","grid.8356.8","GB"
"566","020-369-517-335-627","Countryside Stewardship Scheme and butterflies: a study of plant and butterfly species richness","journal article",NA,"Julian","Hill","J","Writtle College","grid.451003.3","GB"
"567","050-261-844-716-21X","Countryside stewardship delivers cirl buntings (Emberiza cirlus) in Devon, UK","journal article",2001,"Will J.","Peach","WJ","Royal Society for the Protection of Birds","grid.421630.2","GB"
"568","050-261-844-716-21X","Countryside stewardship delivers cirl buntings (Emberiza cirlus) in Devon, UK","journal article",2001,"Lucy J","Lovett","LJ","Royal Society for the Protection of Birds","grid.421630.2","GB"
"569","050-261-844-716-21X","Countryside stewardship delivers cirl buntings (Emberiza cirlus) in Devon, UK","journal article",2001,"Simon R.","Wotton","SR","Royal Society for the Protection of Birds","grid.421630.2","GB"
"570","050-261-844-716-21X","Countryside stewardship delivers cirl buntings (Emberiza cirlus) in Devon, UK","journal article",2001,"C","Jeffs","C","Royal Society for the Protection of Birds","grid.421630.2","GB"
"571","068-247-366-212-73X","Covariation of stream community structure and biomass of algae, invertebrates and fish with forest cover at multiple spatial scales","journal article",2009,"Jaynie M.","Stephenson","JM","University of Ottawa","grid.28046.38","CA"
"572","068-247-366-212-73X","Covariation of stream community structure and biomass of algae, invertebrates and fish with forest cover at multiple spatial scales","journal article",2009,"Antoine","Morin","A","University of Ottawa","grid.28046.38","CA"
"573","081-876-742-456-651","Crop and field boundary influences on the activity of a wide range of beneficial invertebrate groups on a split conventional/organic farm in northern England.","journal article",2010,"Mick","Eyre","M","Newcastle University","grid.1006.7","GB"
"574","081-876-742-456-651","Crop and field boundary influences on the activity of a wide range of beneficial invertebrate groups on a split conventional/organic farm in northern England.","journal article",2010,"Carlo","Leifert","C","Newcastle University","grid.1006.7","GB"
"575","106-064-719-158-957","Crop, field boundary, productivity and disturbance influences on ground beetles (Coleoptera, Carabidae) in the agroecosystem","journal article",2013,"Mick","Eyre","M","Newcastle University","grid.1006.7","GB"
"576","106-064-719-158-957","Crop, field boundary, productivity and disturbance influences on ground beetles (Coleoptera, Carabidae) in the agroecosystem","journal article",2013,"M. L.","Luff","ML","Newcastle University","grid.1006.7","GB"
"577","106-064-719-158-957","Crop, field boundary, productivity and disturbance influences on ground beetles (Coleoptera, Carabidae) in the agroecosystem","journal article",2013,"Carlo","Leifert","C","Newcastle University","grid.1006.7","GB"
"578","025-115-943-790-624","Cultural ecology of Whitethroat (Sylvia communis) habitat management by farmers: field-boundary vegetation in lowland England.","journal article",2001,"C.","Stoate","C","The Allerton Research and Educational Trust, Loddington House, Loddington, Leics, LE7 9XE, UK",NA,"GB"
"579","025-115-943-790-624","Cultural ecology of Whitethroat (Sylvia communis) habitat management by farmers: field-boundary vegetation in lowland England.","journal article",2001,"R.M.","Morris","RM","Open University","grid.10837.3d","GB"
"580","025-115-943-790-624","Cultural ecology of Whitethroat (Sylvia communis) habitat management by farmers: field-boundary vegetation in lowland England.","journal article",2001,"Jeremy D.","Wilson","JD","The Lodge",NA,"GB"
"581","097-986-438-425-365","Current‐use pesticides in stream water and suspended particles following runoff: Exposure, effects, and mitigation requirements","journal article",2013,"Renja","Bereswill","R","University of Koblenz and Landau","grid.5892.6","DE"
"582","097-986-438-425-365","Current‐use pesticides in stream water and suspended particles following runoff: Exposure, effects, and mitigation requirements","journal article",2013,"Martin","Streloke","M","Federal Office of Consumer Protection and Food Safety","grid.469880.b","DE"
"583","097-986-438-425-365","Current‐use pesticides in stream water and suspended particles following runoff: Exposure, effects, and mitigation requirements","journal article",2013,"Ralf","Schulz","R","University of Koblenz and Landau","grid.5892.6","DE"
"584","036-187-379-752-150","DETERMINATION OF WIND EROSION NEXT TO SHELTERBELTS","journal article",2014,"Jana Kozlovsky","Dufková","JK","Ústav aplikované a krajinné ekologie, Mendelova zemědělská a lesnická univerzita v Brně, Zemědělská 1, 613 00 Brno, Česká republika",NA,"CZ"
"585","019-485-119-889-387","Denitrification Distributions in Four Valley and Ridge Riparian Ecosystems","journal article",1997,"R. R.","Schnabel","RR","Agricultural Research Service","grid.463419.d","US"
"586","019-485-119-889-387","Denitrification Distributions in Four Valley and Ridge Riparian Ecosystems","journal article",1997,"John A.","Shaffer","JA","Agricultural Research Service","grid.463419.d","US"
"587","019-485-119-889-387","Denitrification Distributions in Four Valley and Ridge Riparian Ecosystems","journal article",1997,"William L.","Stout","WL","Agricultural Research Service","grid.463419.d","US"
"588","019-485-119-889-387","Denitrification Distributions in Four Valley and Ridge Riparian Ecosystems","journal article",1997,"Leonard F.","Cornish","LF","Department of Agronomy#N##N#Pennsylvania State University#N##N#University Park, Pennsylvania 16802, USA#N##N#, , US",NA,"US"
"589","062-652-638-839-909","Denitrification and Nitrous Oxide Emissions in Annual Croplands, Perennial Grass Buffers, and Restored Perennial Grasslands","journal article",2014,"Javed","Iqbal","J","Dep. of AgronomyIowa State Univ.AmesIA50014",NA,"US"
"590","062-652-638-839-909","Denitrification and Nitrous Oxide Emissions in Annual Croplands, Perennial Grass Buffers, and Restored Perennial Grasslands","journal article",2014,"Timothy B.","Parkin","TB","United States Department of Agriculture","grid.417548.b","US"
"591","062-652-638-839-909","Denitrification and Nitrous Oxide Emissions in Annual Croplands, Perennial Grass Buffers, and Restored Perennial Grasslands","journal article",2014,"Matthew J.","Helmers","MJ","Iowa State University","grid.34421.30","US"
"592","062-652-638-839-909","Denitrification and Nitrous Oxide Emissions in Annual Croplands, Perennial Grass Buffers, and Restored Perennial Grasslands","journal article",2014,"Xiaobo","Zhou","X","Monsanto","grid.418554.9","US"
"593","062-652-638-839-909","Denitrification and Nitrous Oxide Emissions in Annual Croplands, Perennial Grass Buffers, and Restored Perennial Grasslands","journal article",2014,"Michael J.","Castellano","MJ","Dep. of AgronomyIowa State Univ.AmesIA50014",NA,"US"
"594","015-325-416-202-141","Denitrification from a swine lagoon overland flow treatment system at a pasture-riparian zone interface.","journal article",2001,"Richard","Lowrance","R","United States Department of Agriculture","grid.417548.b","US"
"595","015-325-416-202-141","Denitrification from a swine lagoon overland flow treatment system at a pasture-riparian zone interface.","journal article",2001,"Robert K.","Hubbard","RK","United States Department of Agriculture","grid.417548.b","US"
"596","015-075-787-498-325","Denitrification in a coastal plain riparian zone contiguous to a heavily loaded swine wastewater spray field.","journal article",2004,"Patrick G.","Hunt","PG","United States Department of Agriculture","grid.417548.b","US"
"597","015-075-787-498-325","Denitrification in a coastal plain riparian zone contiguous to a heavily loaded swine wastewater spray field.","journal article",2004,"T. A.","Matheny","TA","United States Department of Agriculture","grid.417548.b","US"
"598","015-075-787-498-325","Denitrification in a coastal plain riparian zone contiguous to a heavily loaded swine wastewater spray field.","journal article",2004,"Kenneth C.","Stone","KC","United States Department of Agriculture","grid.417548.b","US"
"599","010-193-923-056-157","Denitrification in riparian buffer zones : the role of floodplain hydrology","journal article",1999,"Tim","Burt","T","Durham University","grid.8250.f","GB"
